Lower layer Super Output Areas Code,Lower layer Super Output Areas,Household deprivation (6 categories) Code,Household deprivation (6 categories),Observation
E01011477,Leeds 045A,3,Household is deprived in two dimensions,147
E01011477,Leeds 045A,4,Household is deprived in three dimensions,60
E01011477,Leeds 045A,5,Household is deprived in four dimensions,5
E01011478,Leeds 056A,-8,Does not apply,0
E01011478,Leeds 056A,1,Household is not deprived in any dimension,362
E01011478,Leeds 056A,2,Household is deprived in one dimension,284
E01011478,Leeds 056A,3,Household is deprived in two dimensions,127
E01011478,Leeds 056A,4,Household is deprived in three dimensions,28
E01011478,Leeds 056A,5,Household is deprived in four dimensions,4
E01011479,Leeds 056B,-8,Does not apply,0
E01011479,Leeds 056B,1,Household is not deprived in any dimension,316
E01011479,Leeds 056B,2,Household is deprived in one dimension,224
E01011479,Leeds 056B,3,Household is deprived in two dimensions,67
E01011479,Leeds 056B,4,Household is deprived in three dimensions,10
E01011479,Leeds 056B,5,Household is deprived in four dimensions,2
E01011480,Leeds 045B,-8,Does not apply,0
E01011480,Leeds 045B,1,Household is not deprived in any dimension,338
E01011480,Leeds 045B,2,Household is deprived in one dimension,228
E01011480,Leeds 045B,3,Household is deprived in two dimensions,75
E01011480,Leeds 045B,4,Household is deprived in three dimensions,8
E01011480,Leeds 045B,5,Household is deprived in four dimensions,0
E01011481,Leeds 056C,-8,Does not apply,0
E01011481,Leeds 056C,1,Household is not deprived in any dimension,311
E01011481,Leeds 056C,2,Household is deprived in one dimension,247
E01011481,Leeds 056C,3,Household is deprived in two dimensions,119
E01011481,Leeds 056C,4,Household is deprived in three dimensions,33
E01011481,Leeds 056C,5,Household is deprived in four dimensions,0
E01011482,Leeds 056D,-8,Does not apply,0
E01011482,Leeds 056D,1,Household is not deprived in any dimension,467
E01011482,Leeds 056D,2,Household is deprived in one dimension,288
E01011482,Leeds 056D,3,Household is deprived in two dimensions,88
E01011482,Leeds 056D,4,Household is deprived in three dimensions,27
E01011482,Leeds 056D,5,Household is deprived in four dimensions,2
E01011483,Leeds 056E,-8,Does not apply,0
E01011483,Leeds 056E,1,Household is not deprived in any dimension,235
E01011483,Leeds 056E,2,Household is deprived in one dimension,257
E01011483,Leeds 056E,3,Household is deprived in two dimensions,155
E01011483,Leeds 056E,4,Household is deprived in three dimensions,48
E01011483,Leeds 056E,5,Household is deprived in four dimensions,1
E01011484,Leeds 033A,-8,Does not apply,0
E01011484,Leeds 033A,1,Household is not deprived in any dimension,217
E01011484,Leeds 033A,2,Household is deprived in one dimension,210
E01011484,Leeds 033A,3,Household is deprived in two dimensions,159
E01011484,Leeds 033A,4,Household is deprived in three dimensions,79
E01011484,Leeds 033A,5,Household is deprived in four dimensions,3
E01011485,Leeds 033B,-8,Does not apply,0
E01011485,Leeds 033B,1,Household is not deprived in any dimension,311
E01011485,Leeds 033B,2,Household is deprived in one dimension,257
E01011485,Leeds 033B,3,Household is deprived in two dimensions,137
E01011485,Leeds 033B,4,Household is deprived in three dimensions,51
E01011485,Leeds 033B,5,Household is deprived in four dimensions,6
E01011488,Leeds 045C,-8,Does not apply,0
E01011488,Leeds 045C,1,Household is not deprived in any dimension,365
E01011488,Leeds 045C,2,Household is deprived in one dimension,227
E01011488,Leeds 045C,3,Household is deprived in two dimensions,82
E01011488,Leeds 045C,4,Household is deprived in three dimensions,27
E01011488,Leeds 045C,5,Household is deprived in four dimensions,0
E01011489,Leeds 045D,-8,Does not apply,0
E01011489,Leeds 045D,1,Household is not deprived in any dimension,400
E01011489,Leeds 045D,2,Household is deprived in one dimension,282
E01011489,Leeds 045D,3,Household is deprived in two dimensions,140
E01011489,Leeds 045D,4,Household is deprived in three dimensions,39
E01011489,Leeds 045D,5,Household is deprived in four dimensions,1
E01011491,Leeds 101A,-8,Does not apply,0
E01011491,Leeds 101A,1,Household is not deprived in any dimension,199
E01011491,Leeds 101A,2,Household is deprived in one dimension,213
E01011491,Leeds 101A,3,Household is deprived in two dimensions,140
E01011491,Leeds 101A,4,Household is deprived in three dimensions,53
E01011491,Leeds 101A,5,Household is deprived in four dimensions,3
E01011492,Leeds 101B,-8,Does not apply,0
E01011492,Leeds 101B,1,Household is not deprived in any dimension,224
E01011492,Leeds 101B,2,Household is deprived in one dimension,230
E01011492,Leeds 101B,3,Household is deprived in two dimensions,151
E01011492,Leeds 101B,4,Household is deprived in three dimensions,55
E01011492,Leeds 101B,5,Household is deprived in four dimensions,2
E01011493,Leeds 101C,-8,Does not apply,0
E01011493,Leeds 101C,1,Household is not deprived in any dimension,222
E01011493,Leeds 101C,2,Household is deprived in one dimension,230
E01011493,Leeds 101C,3,Household is deprived in two dimensions,146
E01011493,Leeds 101C,4,Household is deprived in three dimensions,65
E01011493,Leeds 101C,5,Household is deprived in four dimensions,1
E01011494,Leeds 101D,-8,Does not apply,0
E01011494,Leeds 101D,1,Household is not deprived in any dimension,231
E01011494,Leeds 101D,2,Household is deprived in one dimension,250
E01011494,Leeds 101D,3,Household is deprived in two dimensions,105
E01011494,Leeds 101D,4,Household is deprived in three dimensions,42
E01011494,Leeds 101D,5,Household is deprived in four dimensions,1
E01011496,Leeds 100A,-8,Does not apply,0
E01011496,Leeds 100A,1,Household is not deprived in any dimension,388
E01011496,Leeds 100A,2,Household is deprived in one dimension,179
E01011496,Leeds 100A,3,Household is deprived in two dimensions,38
E01011496,Leeds 100A,4,Household is deprived in three dimensions,3
E01011496,Leeds 100A,5,Household is deprived in four dimensions,0
E01011497,Leeds 101E,-8,Does not apply,0
E01011497,Leeds 101E,1,Household is not deprived in any dimension,201
E01011497,Leeds 101E,2,Household is deprived in one dimension,245
E01011497,Leeds 101E,3,Household is deprived in two dimensions,169
E01011497,Leeds 101E,4,Household is deprived in three dimensions,58
E01011497,Leeds 101E,5,Household is deprived in four dimensions,5
E01011500,Leeds 105D,-8,Does not apply,0
E01011500,Leeds 105D,1,Household is not deprived in any dimension,325
E01011500,Leeds 105D,2,Household is deprived in one dimension,230
E01011500,Leeds 105D,3,Household is deprived in two dimensions,112
E01011500,Leeds 105D,4,Household is deprived in three dimensions,16
E01011500,Leeds 105D,5,Household is deprived in four dimensions,0
E01011502,Leeds 099C,-8,Does not apply,0
E01011502,Leeds 099C,1,Household is not deprived in any dimension,189
E01011502,Leeds 099C,2,Household is deprived in one dimension,229
E01011502,Leeds 099C,3,Household is deprived in two dimensions,140
E01011502,Leeds 099C,4,Household is deprived in three dimensions,27
E01011502,Leeds 099C,5,Household is deprived in four dimensions,1
E01011504,Leeds 032A,-8,Does not apply,0
E01011504,Leeds 032A,1,Household is not deprived in any dimension,278
E01011504,Leeds 032A,2,Household is deprived in one dimension,254
E01011504,Leeds 032A,3,Household is deprived in two dimensions,162
E01011504,Leeds 032A,4,Household is deprived in three dimensions,51
E01011504,Leeds 032A,5,Household is deprived in four dimensions,4
E01011505,Leeds 025A,-8,Does not apply,0
E01011505,Leeds 025A,1,Household is not deprived in any dimension,345
E01011505,Leeds 025A,2,Household is deprived in one dimension,204
E01011505,Leeds 025A,3,Household is deprived in two dimensions,80
E01011505,Leeds 025A,4,Household is deprived in three dimensions,20
E01011505,Leeds 025A,5,Household is deprived in four dimensions,3
E01011506,Leeds 025B,-8,Does not apply,0
E01011506,Leeds 025B,1,Household is not deprived in any dimension,302
E01011506,Leeds 025B,2,Household is deprived in one dimension,143
E01011506,Leeds 025B,3,Household is deprived in two dimensions,49
E01011506,Leeds 025B,4,Household is deprived in three dimensions,31
E01011506,Leeds 025B,5,Household is deprived in four dimensions,0
E01011507,Leeds 025C,-8,Does not apply,0
E01011507,Leeds 025C,1,Household is not deprived in any dimension,395
E01011507,Leeds 025C,2,Household is deprived in one dimension,196
E01011507,Leeds 025C,3,Household is deprived in two dimensions,66
E01011507,Leeds 025C,4,Household is deprived in three dimensions,7
E01011507,Leeds 025C,5,Household is deprived in four dimensions,0
E01011508,Leeds 024A,-8,Does not apply,0
E01011508,Leeds 024A,1,Household is not deprived in any dimension,295
E01011508,Leeds 024A,2,Household is deprived in one dimension,126
E01011508,Leeds 024A,3,Household is deprived in two dimensions,45
E01011508,Leeds 024A,4,Household is deprived in three dimensions,6
E01011508,Leeds 024A,5,Household is deprived in four dimensions,0
E01011509,Leeds 023A,-8,Does not apply,0
E01011509,Leeds 023A,1,Household is not deprived in any dimension,338
E01011509,Leeds 023A,2,Household is deprived in one dimension,220
E01011509,Leeds 023A,3,Household is deprived in two dimensions,78
E01011509,Leeds 023A,4,Household is deprived in three dimensions,7
E01011509,Leeds 023A,5,Household is deprived in four dimensions,0
E01011510,Leeds 025D,-8,Does not apply,0
E01011510,Leeds 025D,1,Household is not deprived in any dimension,219
E01011510,Leeds 025D,2,Household is deprived in one dimension,305
E01011510,Leeds 025D,3,Household is deprived in two dimensions,233
E01011510,Leeds 025D,4,Household is deprived in three dimensions,73
E01011510,Leeds 025D,5,Household is deprived in four dimensions,3
E01011511,Leeds 023B,-8,Does not apply,0
E01011511,Leeds 023B,1,Household is not deprived in any dimension,283
E01011511,Leeds 023B,2,Household is deprived in one dimension,173
E01011511,Leeds 023B,3,Household is deprived in two dimensions,65
E01011511,Leeds 023B,4,Household is deprived in three dimensions,14
E01011511,Leeds 023B,5,Household is deprived in four dimensions,0
E01011512,Leeds 023C,-8,Does not apply,0
E01011512,Leeds 023C,1,Household is not deprived in any dimension,440
E01011512,Leeds 023C,2,Household is deprived in one dimension,207
E01011512,Leeds 023C,3,Household is deprived in two dimensions,59
E01011512,Leeds 023C,4,Household is deprived in three dimensions,9
E01011512,Leeds 023C,5,Household is deprived in four dimensions,1
E01011513,Leeds 031A,-8,Does not apply,0
E01011513,Leeds 031A,1,Household is not deprived in any dimension,645
E01011513,Leeds 031A,2,Household is deprived in one dimension,238
E01011513,Leeds 031A,3,Household is deprived in two dimensions,73
E01011513,Leeds 031A,4,Household is deprived in three dimensions,10
E01011513,Leeds 031A,5,Household is deprived in four dimensions,0
E01011514,Leeds 025E,-8,Does not apply,0
E01011514,Leeds 025E,1,Household is not deprived in any dimension,435
E01011514,Leeds 025E,2,Household is deprived in one dimension,163
E01011514,Leeds 025E,3,Household is deprived in two dimensions,43
E01011514,Leeds 025E,4,Household is deprived in three dimensions,5
E01011514,Leeds 025E,5,Household is deprived in four dimensions,0
E01011515,Leeds 023D,-8,Does not apply,0
E01011515,Leeds 023D,1,Household is not deprived in any dimension,410
E01011515,Leeds 023D,2,Household is deprived in one dimension,182
E01011515,Leeds 023D,3,Household is deprived in two dimensions,59
E01011515,Leeds 023D,4,Household is deprived in three dimensions,11
E01011515,Leeds 023D,5,Household is deprived in four dimensions,1
E01011516,Leeds 023E,-8,Does not apply,0
E01011516,Leeds 023E,1,Household is not deprived in any dimension,415
E01011516,Leeds 023E,2,Household is deprived in one dimension,189
E01011516,Leeds 023E,3,Household is deprived in two dimensions,53
E01011516,Leeds 023E,4,Household is deprived in three dimensions,4
E01011516,Leeds 023E,5,Household is deprived in four dimensions,0
E01011517,Leeds 024B,-8,Does not apply,0
E01011517,Leeds 024B,1,Household is not deprived in any dimension,409
E01011517,Leeds 024B,2,Household is deprived in one dimension,220
E01011517,Leeds 024B,3,Household is deprived in two dimensions,88
E01011517,Leeds 024B,4,Household is deprived in three dimensions,31
E01011517,Leeds 024B,5,Household is deprived in four dimensions,3
E01011518,Leeds 093A,-8,Does not apply,0
E01011518,Leeds 093A,1,Household is not deprived in any dimension,571
E01011518,Leeds 093A,2,Household is deprived in one dimension,286
E01011518,Leeds 093A,3,Household is deprived in two dimensions,116
E01011518,Leeds 093A,4,Household is deprived in three dimensions,26
E01011518,Leeds 093A,5,Household is deprived in four dimensions,1
E01011519,Leeds 095A,-8,Does not apply,0
E01011519,Leeds 095A,1,Household is not deprived in any dimension,283
E01011519,Leeds 095A,2,Household is deprived in one dimension,214
E01011519,Leeds 095A,3,Household is deprived in two dimensions,131
E01011519,Leeds 095A,4,Household is deprived in three dimensions,45
E01011519,Leeds 095A,5,Household is deprived in four dimensions,5
E01011520,Leeds 096A,-8,Does not apply,0
E01011520,Leeds 096A,1,Household is not deprived in any dimension,351
E01011520,Leeds 096A,2,Household is deprived in one dimension,224
E01011520,Leeds 096A,3,Household is deprived in two dimensions,79
E01011520,Leeds 096A,4,Household is deprived in three dimensions,18
E01011520,Leeds 096A,5,Household is deprived in four dimensions,2
E01011521,Leeds 096B,-8,Does not apply,0
E01011521,Leeds 096B,1,Household is not deprived in any dimension,554
E01011521,Leeds 096B,2,Household is deprived in one dimension,305
E01011521,Leeds 096B,3,Household is deprived in two dimensions,106
E01011521,Leeds 096B,4,Household is deprived in three dimensions,31
E01011521,Leeds 096B,5,Household is deprived in four dimensions,2
E01011522,Leeds 095B,-8,Does not apply,0
E01011522,Leeds 095B,1,Household is not deprived in any dimension,337
E01011522,Leeds 095B,2,Household is deprived in one dimension,190
E01011522,Leeds 095B,3,Household is deprived in two dimensions,61
E01011522,Leeds 095B,4,Household is deprived in three dimensions,5
E01011522,Leeds 095B,5,Household is deprived in four dimensions,0
E01011523,Leeds 096C,-8,Does not apply,0
E01011523,Leeds 096C,1,Household is not deprived in any dimension,410
E01011523,Leeds 096C,2,Household is deprived in one dimension,254
E01011523,Leeds 096C,3,Household is deprived in two dimensions,127
E01011523,Leeds 096C,4,Household is deprived in three dimensions,24
E01011523,Leeds 096C,5,Household is deprived in four dimensions,1
E01011524,Leeds 093B,-8,Does not apply,0
E01011524,Leeds 093B,1,Household is not deprived in any dimension,310
E01011524,Leeds 093B,2,Household is deprived in one dimension,193
